timestamp,tick,q_stream,t2_stream,anomaly_active,predicted_regime,inventory,dynamic_barrier,ruin_probability,absorbed,round_trips_completed
2026-06-04 09:03:53.520000+00:00,261,,,False,NORMAL,5,50,0.44999999999999996,False,5
2026-06-04 09:03:54.360000+00:00,262,,,False,NORMAL,6,50,0.43999999999999995,False,5
2026-06-04 09:03:55.200000+00:00,263,,,False,NORMAL,5,50,0.44999999999999996,False,5
2026-06-04 09:03:56.040000+00:00,264,,,False,NORMAL,4,50,0.45999999999999996,False,5
2026-06-04 09:03:56.880000+00:00,265,,,False,NORMAL,3,50,0.47,False,5
2026-06-04 09:03:57.720000+00:00,266,,,False,NORMAL,4,50,0.45999999999999996,False,5
2026-06-04 09:03:58.560000+00:00,267,,,False,NORMAL,3,50,0.47,False,5
2026-06-04 09:03:59.400000+00:00,268,,,False,NORMAL,2,50,0.48,False,5
2026-06-04 09:04:00.240000+00:00,269,,,False,NORMAL,3,50,0.47,False,5
2026-06-04 09:04:01.080000+00:00,270,,,False,NORMAL,2,50,0.48,False,5
2026-06-04 09:04:01.920000+00:00,271,,,False,NORMAL,3,50,0.47,False,5
2026-06-04 09:04:02.760000+00:00,272,,,False,NORMAL,2,50,0.48,False,5
2026-06-04 09:04:03.600000+00:00,273,,,False,NORMAL,1,50,0.49,False,5
2026-06-04 09:04:04.440000+00:00,274,,,False,NORMAL,2,50,0.48,False,5
2026-06-04 09:04:05.280000+00:00,275,,,False,NORMAL,1,50,0.49,False,5
2026-06-04 09:04:06.120000+00:00,276,,,False,NORMAL,2,50,0.48,False,5
2026-06-04 09:04:06.960000+00:00,277,,,False,NORMAL,1,50,0.49,False,5
2026-06-04 09:04:07.800000+00:00,278,,,False,NORMAL,2,50,0.48,False,5
2026-06-04 09:04:09.480000+00:00,279,,,False,NORMAL,3,50,0.47,False,5
2026-06-04 09:04:10.320000+00:00,280,,,False,NORMAL,4,50,0.45999999999999996,False,5
2026-06-04 09:04:11.160000+00:00,281,,,False,NORMAL,5,50,0.44999999999999996,False,5
2026-06-04 09:04:12.840000+00:00,282,,,False,NORMAL,6,50,0.43999999999999995,False,5
2026-06-04 09:04:13.680000+00:00,283,,,False,NORMAL,7,50,0.43000000000000005,False,5
2026-06-04 09:04:14.520000+00:00,284,,,False,NORMAL,8,50,0.42000000000000004,False,5
2026-06-04 09:04:15.360000+00:00,285,,,False,NORMAL,9,50,0.41000000000000003,False,5
2026-06-04 09:04:16.200000+00:00,286,,,False,NORMAL,10,50,0.4,False,5
2026-06-04 09:04:17.040000+00:00,287,,,False,NORMAL,11,50,0.39,False,5
2026-06-04 09:04:17.880000+00:00,288,,,False,NORMAL,12,50,0.38,False,5
2026-06-04 09:04:18.720000+00:00,289,,,False,NORMAL,13,50,0.37,False,5
2026-06-04 09:04:19.560000+00:00,290,,,False,NORMAL,12,50,0.38,False,5
2026-06-04 09:04:20.400000+00:00,291,,,False,NORMAL,13,50,0.37,False,5
2026-06-04 09:04:21.240000+00:00,292,,,False,NORMAL,12,50,0.38,False,5
2026-06-04 09:04:22.080000+00:00,293,,,False,NORMAL,13,50,0.37,False,5
